COURSE,DEPARTMENT,COURSE ID,CLASS NBR,TOTAL ENROLLMENT,GSAS,HCOL,NONDGR,VUS,XREG
FOLKMYTH  155,FOLK,159987,15716,12,,12,,,
FOLKMYTH  176,FOLK,161297,18728,11,,11,,,
FOLKMYTH   97,FOLK,134893,11900,7,,7,,,
FOLKMYTH   98B,FOLK,113346,11807,5,,5,,,
FOLKMYTH   99B,FOLK,159922,15098,4,,4,,,
FOLKMYTH   91R,FOLK,111646,19227,3,,3,,,
FRSEMR   22D,FRSP,159839,16492,17,,17,,,
FRSEMR   26W,FRSP,125960,13607,15,,15,,,
FRSEMR   40K,FRSP,109334,10160,15,,15,,,
FRSEMR   40D,FRSP,160713,16533,14,,14,,,
FRSEMR   22C,FRSP,159838,16491,13,,13,,,
FRSEMR   38Z,FRSP,109484,16532,13,,13,,,
FRSEMR   40E,FRSP,160785,16850,13,,13,,,
FRSEMR   40F,FRSP,159741,16547,13,,13,,,
FRSEMR   40I,FRSP,123660,16556,13,,13,,,
FRSEMR   22S,FRSP,160193,15277,12,,12,,,
FRSEMR   23L,FRSP,125133,13656,12,,12,,,
FRSEMR   24K,FRSP,128118,14317,12,,12,,,
FRSEMR   32V,FRSP,122447,13644,12,,12,,,
FRSEMR   21G,FRSP,108389,10951,11,,11,,,
FRSEMR   21W,FRSP,112349,11692,11,,11,,,
FRSEMR   22T,FRSP,108564,11068,11,,11,,,
FRSEMR   23C,FRSP,160198,16494,11,,11,,,
FRSEMR   24U,FRSP,128122,14318,11,,11,,,
FRSEMR   42C,FRSP,160196,15541,11,,11,,,
FRSEMR   23K,FRSP,117969,12559,10,,10,,,
FRSEMR   23R,FRSP,161261,18532,10,,10,,,
FRSEMR   26J,FRSP,121549,12814,10,,10,,,
FRSEMR   40H,FRSP,159742,15539,10,,10,,,
FRSEMR   40R,FRSP,159743,16471,10,,10,,,
FRSEMR   41C,FRSP,159807,15540,10,,10,,,
FRSEMR   42F,FRSP,160200,16659,10,,10,,,
FRSEMR   42N,FRSP,124885,13463,10,,10,,,
FRSEMR   22H,FRSP,159990,16493,9,,9,,,
FRSEMR   23E,FRSP,127570,15993,9,,9,,,
FRSEMR   31R,FRSP,159739,16498,9,,9,,,
FRSEMR   42R,FRSP,160206,15542,9,,9,,,
FRSEMR   33R,FRSP,160197,16515,8,,8,,,
FRSEMR   32R,FRSP,159835,16508,7,,7,,,
FRSEMR   34O,FRSP,108513,11059,7,,7,,,
FRSEMR   35C,FRSP,161177,16995,7,,7,,,
FRSEMR   21J,FRSP,156352,11397,5,,5,,,
FRSEMR   43D,FRSP,160213,16661,5,,5,,,
FRSEMR   32D,FRSP,159796,16499,4,,4,,,
FRSEMR   36S,FRSP,109498,16522,2,,2,,,
FRSEMR   40C,FRSP,159720,15538,1,,1,,,
SOCWORLD   38,GENED,126641,14193,363,,362,,,1
SCILIVSY   19,GENED,126200,13818,254,,254,,,
CULTBLF   23,GENED,120880,13127,251,,251,,,
SCILIVSY   20,GENED,126213,13827,200,,193,,2,4
CULTBLF   47,GENED,117590,15006,166,,165,,1,
ETHRSON   41,GENED,159809,14868,129,1,125,,1,
SCIPHUNV   30,GENED,120881,13129,129,,129,,,
SOCWORLD   44,GENED,127538,14078,126,,126,,,
ETHRSON   42,GENED,161179,16981,125,,121,,2,2
US-WORLD   34,GENED,128327,14374,123,,123,,,
SCIPHUNV   25,GENED,120031,13200,109,,109,,,
US-WORLD   19,GENED,126205,13822,104,,103,,,1
AESTHINT   63,GENED,110464,14847,98,3,91,,1,3
SCIPHUNV   12,GENED,112430,14394,98,,98,,,
US-WORLD   11,GENED,125751,15362,98,,98,,,
AESTHINT   62,GENED,156264,15038,92,,92,,,
SCIPHUNV   31,GENED,156316,11373,92,,91,,,1
SOCWORLD   27,GENED,116999,12379,92,7,85,,,
US-WORLD   29,GENED,116243,16921,92,,91,,,
SCILIVSY   16,GENED,112339,11646,79,,78,,,1
ETHRSON   12,GENED,125197,13723,77,,76,1,,
AESTHINT   36,GENED,123913,13207,76,,75,,,1
US-WORLD   35,GENED,107341,17030,73,,73,,,
US-WORLD   35,GENED,107341,10103,71,,71,,,
CULTBLF   35,GENED,126004,14844,63,,63,,,
SCIPHUNV   22,GENED,126149,13770,60,,60,,,
SOCWORLD   49,GENED,108854,11350,59,,55,,4,
US-WORLD   41,GENED,125516,14602,57,,57,,,
ETHRSON   15,GENED,146699,14806,53,,53,,,
CULTBLF   40,GENED,120681,15039,50,,50,,,
AESTHINT   54,GENED,125190,14846,41,,40,,,1
EMREAS   13,GENED,113170,14830,40,,39,,1,
SCILIVSY   15,GENED,117469,14832,32,,30,,1,1
ETHRSON   19,GENED,123749,15427,29,1,24,,,4
SCILIVSY   17,GENED,118903,15546,29,,29,,,
EMREAS   11,GENED,125750,13580,27,,27,,,
CULTBLF   11,GENED,125189,15223,26,1,24,,1,
SOCWORLD   40,GENED,117137,14417,23,,23,,,
SOCWORLD   46,GENED,127125,15460,20,3,17,,,
SOCWORLD   13,GENED,142657,12072,18,2,16,,,
CULTBLF   38,GENED,111958,15069,14,2,12,,,
CULTBLF   51,GENED,108161,14845,14,,14,,,
AESTHINT   60,GENED,124798,14458,12,,12,,,
SCIPHUNV   13,GENED,114922,15003,12,,12,,,
ETHRSON   29,GENED,127567,16987,10,,7,3,,
SOCWORLD   31,GENED,126203,16985,4,,2,,,2
GERMAN  146,GERM,126632,15749,41,,41,,,
GERMAN     BAB,GERM,124093,15231,23,5,15,,,3
GERMAN     AB,GERM,159805,14867,18,3,13,,,2
GERMAN     AB,GERM,159805,15242,14,1,13,,,
GERMAN   62,GERM,120838,13093,13,3,10,,,
GERMAN     BAB,GERM,124093,15232,12,1,10,,,1
GERMAN     CB,GERM,111796,15236,11,1,8,,,2
GERMAN  272,GERM,160387,15459,11,8,2,,,1
GERMAN     AB,GERM,159805,15240,10,,10,,,
GERMAN   63,GERM,160494,15729,10,1,9,,,
GERMAN     DAB,GERM,122029,13320,8,2,5,1,,
SWEDISH     AB,GERM,126648,14200,8,,6,,,2
GERMAN  170,GERM,156124,15769,7,1,5,,,1
GERMAN     AB,GERM,159805,15241,6,,6,,,
SCAND  160BR,GERM,118051,12606,6,1,4,,,1
GERMAN     CB,GERM,111796,15237,5,1,3,,,1
GERMAN  141,GERM,159712,14742,5,4,1,,,
GERMAN  171,GERM,160435,15640,5,2,3,,,
SCAND   90R.C,GERM,126650,14204,5,,3,,,2
GERMAN  215,GERM,120844,14762,4,2,,1,,1
SCAND   55,GERM,159715,16162,4,,3,,,1
SCAND   90R,GERM,126651,14207,4,1,3,,,
SCAND   91R,GERM,121036,13267,4,,3,,,1
GERMAN  265,GERM,147287,14776,3,3,,,,
SCAND   90R.B,GERM,126649,14201,3,,3,,,
SWEDISH     BBR,GERM,112953,11886,3,1,1,,,1
SCAND   90R.A,GERM,126647,14197,2,,2,,,
GERMAN   99B,GERM,159804,14866,1,,1,,,
GHHP   50,GLOBHLTH,114957,15230,42,,42,,,
GHHP   99,GLOBHLTH,123102,13500,38,,38,,,
GHHP   70,GLOBHLTH,161268,18432,24,,24,,,
GHHP   91,GLOBHLTH,127231,15228,14,,14,,,
GHHP   99,GLOBHLTH,123102,19468,7,,7,,,
GOV 1359,GOVM,125228,16118,499,,493,,1,5
GOV   97,GOVM,113504,15415,127,,127,,,
GOV   50,GOVM,123443,15394,79,1,77,1,,
GOV 1790,GOVM,156115,15654,61,,57,1,1,2
GOV 1207,GOVM,142447,15641,56,7,43,3,,3
GOV   40,GOVM,126258,15392,55,,55,,,
GOV   10,GOVM,124414,15390,49,,46,,1,2
GOV 2001,GOVM,124780,13404,49,29,4,,1,15
GOV 1732,GOVM,123775,15652,45,7,35,1,,2
GOV 1061,GOVM,115014,15620,40,6,30,1,,3
GOV 1043,GOVM,160592,16214,36,,32,2,,2
GOV 1729,GOVM,109556,15650,36,1,32,1,,2
GOV   99R,GOVM,113319,11339,34,,34,,,
GOV 1203,GOVM,156109,15622,33,3,29,,1,
GOV 1360,GOVM,111548,15645,32,,29,,,3
GOV 3006B,GOVM,159814,14881,30,30,,,,
GOV 2430,GOVM,110052,10744,24,,23,,1,
GOV   62,GOVM,108287,15658,21,,21,,,
GOV 3007B,GOVM,159968,15144,20,19,,,,1
GOV 2008,GOVM,128010,15101,19,18,1,,,
GOV 1092,GOVM,125860,17017,18,1,17,,,
GOV 3005B,GOVM,159813,14880,17,17,,,,
GOV   94QA,GOVM,127968,15447,16,,16,,,
GOV   94XP,GOVM,109738,10545,16,,16,,,
GOV 2105,GOVM,110818,10895,16,16,,,,
GOV 3004B,GOVM,159811,14879,16,16,,,,
GOV 1734,GOVM,160373,15445,14,,12,,1,1
GOV 2151,GOVM,109989,10706,14,9,1,1,,3
GOV   94BB,GOVM,161248,17066,13,,12,,,1
GOV 1118,GOVM,125958,15441,13,1,9,,,3
GOV 2285,GOVM,110836,10956,13,10,,,,3
GOV   94IA,GOVM,124775,13402,12,,12,,,
GOV 1115,GOVM,127064,15574,12,2,9,,,1
GOV 2782,GOVM,119803,15103,12,6,1,1,,4
GOV   92R,GOVM,108639,11129,11,,11,,,
GOV   94PL,GOVM,160374,15448,11,,11,,,
GOV 2218,GOVM,114716,16163,11,11,,,,
GOV   61,GOVM,108286,15656,10,,10,,,
GOV   94SAF,GOVM,109942,10676,10,,10,,,
GOV   94YM,GOVM,156446,11454,10,,7,,2,1
GOV 2036,GOVM,113985,15662,10,6,3,1,,
GOV   94AL,GOVM,126992,13823,9,,9,,,
GOV 2006,GOVM,116295,12360,9,8,,,,1
GOV 2009,GOVM,115860,15102,9,9,,,,
GOV 2030,GOVM,116338,12397,9,7,,1,,1
GOV 1096,GOVM,110223,17016,8,,5,1,,2
GOV 3100B,GOVM,159971,15150,8,8,,,,
GOV   94PT,GOVM,156448,11456,7,,7,,,
GOV   94AH,GOVM,161203,17010,6,,5,,1,
GOV   94DN,GOVM,123501,16225,6,,6,,,
GOV   94GS,GOVM,108238,10802,6,,6,,,
GOV   94MH,GOVM,160489,15725,6,,6,,,
GOV 3009B,GOVM,159970,15147,6,6,,,,
GOV   63,GOVM,108285,15660,5,,5,,,
GOV 2755,GOVM,121351,15104,5,5,,,,
GOV 2880,GOVM,114733,16166,5,5,,,,
GOV   94ES,GOVM,156725,18531,4,,4,,,
GOV   94LA,GOVM,109734,15100,4,,4,,,
GOV 1011,GOVM,122853,15616,4,,4,,,
GOV 2011,GOVM,110225,16220,4,2,,,,2
GOV 2310,GOVM,156440,16962,4,2,,,,2
GOV 3008B,GOVM,159969,15145,4,4,,,,
GOV   91R,GOVM,111659,11482,3,,3,,,
GOV 1002,GOVM,123519,15614,3,,,,,3
GOV 3000A,GOVM,113694,17403,3,3,,,,
GOV 1009,GOVM,122852,16193,2,,1,,,1
GOV 3000A,GOVM,113694,17441,2,2,,,,
GOV 1020,GOVM,125428,15618,1,,1,,,
GOV 3000A,GOVM,113694,17408,1,,,,,1
GOV 3000A,GOVM,113694,17412,1,1,,,,
GOV 3000A,GOVM,113694,17440,1,1,,,,
HAA   11,HAA,113337,11707,153,,153,,,
HAA  174S,HAA,116935,16019,33,3,29,,,1
HAA  171V,HAA,160726,16587,20,2,16,,,2
HAA  277K,HAA,126498,14082,15,12,,,,3
HAA  197,HAA,114575,15143,14,2,10,,,2
HAA  122X,HAA,121805,16901,13,5,8,,,
HAA   88,HAA,161270,18448,12,6,5,,,1
HAA  100R,HAA,124385,12964,12,,12,,,
HAA  123N,HAA,160000,15195,12,7,4,,,1
HAA  271K,HAA,126974,16902,12,6,5,1,,
HAA   98AR,HAA,110650,10300,11,,11,,,
HAA  278W,HAA,160002,15197,11,9,1,,,1
HAA   96A,HAA,109375,10202,10,,10,,,
HAA   99B,HAA,159972,15151,10,,10,,,
HAA  144M,HAA,160757,16781,9,1,7,,,1
HAA  151V,HAA,160723,16576,9,,9,,,
HAA  310B,HAA,126514,16626,9,9,,,,
HAA   96B,HAA,110362,11013,8,,8,,,
HAA   97R,HAA,126539,14112,8,,8,,,
HAA   98BR,HAA,113117,10458,7,,7,,,
HAA  271X,HAA,121851,13141,7,5,,1,,1
HAA  183K,HAA,109902,10653,6,2,3,,,1
HAA  291R,HAA,121209,13439,6,6,,,,
HAA  252X,HAA,160562,16117,5,2,3,,,
HAA  240R,HAA,118341,12141,4,3,,,,1
HAA  284V,HAA,160003,15198,3,3,,,,
HAA  300,HAA,116620,12188,3,3,,,,
HAA  300,HAA,116620,17901,3,3,,,,
HAA  300,HAA,116620,17903,3,3,,,,
HAA  281Z,HAA,161253,17075,2,2,,,,
HAA  300,HAA,116620,17888,2,2,,,,
HAA  300,HAA,116620,17904,2,2,,,,
HAA  300,HAA,116620,17906,2,2,,,,
HAA   91R,HAA,107996,10506,1,,1,,,
HAA  300,HAA,116620,17899,1,1,,,,
HAA  300,HAA,116620,17900,1,1,,,,
HAA  300,HAA,116620,17902,1,1,,,,
HAA  300,HAA,116620,17905,1,1,,,,
HAA  399,HAA,118897,17915,1,1,,,,
HAA  399,HAA,118897,17922,1,1,,,,
HAA  399,HAA,118897,17926,1,1,,,,
HEB 1420,HEB,116069,12216,35,1,33,,,1
HEB 1330,HEB,113837,13935,27,,26,,,1
HEB   97,HEB,122625,12783,26,,26,,,
HEB 1380,HEB,126152,18549,25,1,24,,,
HEB 1300,HEB,159567,15013,16,,16,,,
HEB 1313,HEB,127757,14169,12,,12,,,
HEB   91R,HEB,122594,15638,11,,11,,,
HEB   99B,HEB,127042,16469,11,,11,,,
HEB 1419,HEB,108669,16481,8,,8,,,
HEB 1210,HEB,127206,13920,7,,7,,,
HEB 1451,HEB,109815,10581,7,4,3,,,
HEB 1600,HEB,161269,18434,7,1,6,,,
HEB 2310,HEB,161218,17028,7,4,3,,,
HEB 3000,HEB,126279,13874,4,4,,,,
HEB 1422,HEB,160488,15724,3,,3,,,
HEB 3000,HEB,126279,16584,3,3,,,,
HEB 2430,HEB,113411,15365,2,2,,,,
HEB 2460,HEB,124008,15367,2,2,,,,
HEB 3000,HEB,126279,16580,2,2,,,,
HEB 3310,HEB,117873,18827,2,2,,,,
HEB 3320,HEB,126281,18556,2,2,,,,
HEB 3400,HEB,126282,16620,2,2,,,,
HEB 3500,HEB,126283,16631,2,2,,,,
HEB 3000,HEB,126279,16579,1,1,,,,
HEB 3000,HEB,126279,16582,1,1,,,,
HEB 3001,HEB,126280,16591,1,1,,,,
HEB 3310,HEB,117873,18832,1,1,,,,
HEB 3320,HEB,126281,18562,1,1,,,,
HEB 3320,HEB,126281,18563,1,1,,,,
HEB 3320,HEB,126281,18566,1,1,,,,
HEB 3400,HEB,126282,13880,1,1,,,,
HEB 3400,HEB,126282,16614,1,1,,,,
HEB 3400,HEB,126282,16616,1,1,,,,
HEB 3500,HEB,126283,13882,1,1,,,,
HEB 3500,HEB,126283,16629,1,1,,,,
HEB 3500,HEB,126283,16635,1,1,,,,
HIST 1881,HIST,160209,15284,87,13,66,1,,7
HIST 1301,HIST,119534,12759,56,2,53,,,1
HIST 1155,HIST,107973,15599,51,,50,,,1
HIST   99B,HIST,159975,15156,31,,31,,,
HIST 1602,HIST,109621,15708,24,4,17,,1,2
HIST 1048,HIST,160242,15345,21,,19,,,2
HIST 1014,HIST,156553,11525,20,,19,,1,
HIST 1964,HIST,119143,14725,20,,18,,,2
HIST 1948,HIST,160326,17073,17,5,11,,,1
HIST   74J,HIST,109440,10321,16,,16,,,
HIST   97B,HIST,109927,10663,16,,16,,,
HIST 1924,HIST,159556,14635,16,2,13,,,1
HIST 3920B,HIST,160386,15458,16,16,,,,
HIST   74L,HIST,126678,14659,15,,14,,,
HIST   97C,HIST,109928,10665,15,,15,,,
HIST 2325,HIST,159564,14663,15,7,3,2,,3
HIST   13E,HIST,159613,14711,14,,14,,,
HIST 1043,HIST,160574,16156,14,1,12,,,1
HIST 2482B,HIST,160381,15453,13,6,,,,7
HIST   89J,HIST,107972,10486,12,,11,,,1
HIST 1979,HIST,160398,15504,11,,10,,,
HIST 2805,HIST,119090,15608,11,5,1,1,,4
HIST   97H,HIST,110445,11086,10,,10,,,
HIST 1217,HIST,160977,16936,10,3,7,,,
HIST   13F,HIST,160424,15606,9,,9,,,
HIST 1931,HIST,159657,14656,8,5,3,,,
HIST 1947,HIST,160243,15703,8,5,3,,,
HIST 1972,HIST,160399,15520,8,4,4,,,
HIST 1975,HIST,160400,15529,8,,6,,,2
HIST 2224,HIST,161185,16991,8,3,5,,,
HIST 2950B,HIST,160382,15454,8,8,,,,
HIST   60T,HIST,160192,15281,7,,7,,,
HIST   97A,HIST,109926,10662,7,,7,,,
HIST   97J,HIST,160421,15603,7,,7,,,
HIST 2400,HIST,114881,14642,7,7,,,,
HIST 2885,HIST,120701,14670,7,6,,1,,
HIST 2919B,HIST,160051,15214,7,7,,,,
HIST 3010,HIST,112981,15895,7,7,,,,
HIST 3010,HIST,112981,15903,7,7,,,,
HIST 3010,HIST,112981,15923,7,6,,1,,
HIST   60S,HIST,160397,15503,6,,6,,,
HIST 1978,HIST,159879,15022,6,3,3,,,
HIST 2450,HIST,126559,14155,6,,6,,,
HIST 2880,HIST,160220,15611,6,4,1,1,,
HIST 3010,HIST,112981,15892,6,6,,,,
HIST 2277,HIST,109605,10482,5,3,2,,,
HIST 3010,HIST,112981,15958,5,4,,1,,
HIST 1039,HIST,159593,14443,4,1,2,1,,
HIST 1971,HIST,160188,15272,4,1,3,,,
HIST 2340B,HIST,160383,15455,4,3,,,,1
HIST 2341B,HIST,160384,15456,4,2,2,,,
HIST 2651,HIST,115288,12205,4,4,,,,
HIST 3010,HIST,112981,15922,4,4,,,,
HIST 3010,HIST,112981,15935,4,4,,,,
HIST 3010,HIST,112981,15938,4,4,,,,
HIST 3010,HIST,112981,15940,4,4,,,,
HIST   60V,HIST,161200,17002,3,,3,,,
HIST   91R,HIST,110758,10557,3,,3,,,
HIST 2320B,HIST,160385,15457,3,2,,1,,
HIST 3000,HIST,114064,15842,3,3,,,,
HIST 3000,HIST,114064,15846,3,3,,,,
HIST 3010,HIST,112981,15911,3,3,,,,
HIST 3010,HIST,112981,15933,3,3,,,,
HIST 3010,HIST,112981,15937,3,3,,,,
HIST 3010,HIST,112981,15977,3,3,,,,
HIST 2474,HIST,109429,14655,2,,1,,,1
HIST 3000,HIST,114064,15803,2,2,,,,
HIST 3000,HIST,114064,15804,2,2,,,,
HIST 3000,HIST,114064,15815,2,2,,,,
HIST 3000,HIST,114064,15817,2,2,,,,
HIST 3000,HIST,114064,15839,2,2,,,,
HIST 3000,HIST,114064,15858,2,2,,,,
HIST 3000,HIST,114064,15861,2,2,,,,
HIST 3000,HIST,114064,15865,2,2,,,,
HIST 3010,HIST,112981,15890,2,2,,,,
HIST 3010,HIST,112981,15898,2,2,,,,
HIST 3010,HIST,112981,15900,2,2,,,,
HIST 3010,HIST,112981,15917,2,2,,,,
HIST 3010,HIST,112981,15924,2,1,,1,,
HIST 3010,HIST,112981,15929,2,2,,,,
HIST 3010,HIST,112981,15950,2,2,,,,
HIST 3010,HIST,112981,15955,2,2,,,,
HIST   92R,HIST,109759,10553,1,,1,,,
HIST 2080,HIST,112622,11971,1,1,,,,
HIST 3000,HIST,114064,15807,1,1,,,,
HIST 3000,HIST,114064,15810,1,1,,,,
HIST 3000,HIST,114064,15818,1,1,,,,
HIST 3000,HIST,114064,15827,1,1,,,,
HIST 3000,HIST,114064,15833,1,1,,,,
HIST 3000,HIST,114064,15837,1,1,,,,
HIST 3000,HIST,114064,15840,1,1,,,,
HIST 3000,HIST,114064,15848,1,1,,,,
HIST 3000,HIST,114064,15849,1,1,,,,
HIST 3000,HIST,114064,15854,1,1,,,,
HIST 3000,HIST,114064,15856,1,1,,,,
HIST 3010,HIST,112981,12028,1,1,,,,
HIST 3010,HIST,112981,15897,1,1,,,,
HIST 3010,HIST,112981,15913,1,1,,,,
HIST 3010,HIST,112981,15914,1,1,,,,
HIST 3010,HIST,112981,15920,1,1,,,,
HIST 3010,HIST,112981,15936,1,1,,,,
HIST 3010,HIST,112981,15944,1,1,,,,
HIST 3010,HIST,112981,15951,1,1,,,,
HIST 3010,HIST,112981,15954,1,1,,,,
HIST 3010,HIST,112981,15956,1,1,,,,
HIST 3010,HIST,112981,15959,1,1,,,,
HIST 3010,HIST,112981,15969,1,1,,,,
HIST 3010,HIST,112981,15971,1,1,,,,
HIST 3010,HIST,112981,15972,1,1,,,,
HIST 3010,HIST,112981,15982,1,1,,,,
HIST 3010,HIST,112981,18982,1,1,,,,
HIST 3010,HIST,112981,19222,1,1,,,,
HIST 3010,HIST,112981,19223,1,1,,,,
HIST 3010,HIST,112981,20173,1,1,,,,
HIST-LIT   99B,HLIT,159976,15161,39,,39,,,
HIST-LIT   98R,HLIT,111935,10304,34,,34,,,
HIST-LIT   97,HLIT,113717,18457,11,,11,,,
HIST-LIT   97,HLIT,113717,18463,10,,10,,,
HIST-LIT   97,HLIT,113717,18461,9,,9,,,
HIST-LIT   90BR,HLIT,159793,14899,8,,8,,,
HIST-LIT   90BC,HLIT,156004,14898,7,,7,,,
HIST-LIT   97,HLIT,113717,18462,7,,7,,,
HIST-LIT   90AY,HLIT,109642,14897,6,,6,,,
HIST-LIT   90CC,HLIT,160733,16628,6,,5,,,1
HIST-LIT   97,HLIT,113717,18458,6,,6,,,
HIST-LIT   97,HLIT,113717,18459,6,,6,,,
HIST-LIT   97,HLIT,113717,18460,6,,6,,,
HIST-LIT   91R,HLIT,112896,11416,4,,4,,,
HIST-LIT   90CB,HLIT,160732,16627,1,,1,,,
HLTHPOL 3040B,HPOL,159637,15177,24,24,,,,
HLTHPOL 2000B,HPOL,159614,15187,11,11,,,,
HLTHPOL 3015B,HPOL,160716,16567,3,3,,,,
HLTHPOL 3000,HPOL,112764,10317,2,2,,,,
HLTHPOL 3080B,HPOL,160640,16277,2,2,,,,
HLTHPOL 3000,HPOL,112764,17467,1,1,,,,
HLTHPOL 3060B,HPOL,160639,16276,1,1,,,,
HISTSCI  188,HSCI,160371,15431,59,3,55,,,1
HISTSCI   97,HSCI,115419,12402,27,,27,,,
HISTSCI  148V,HSCI,160370,15430,26,,25,,,1
HISTSCI  170,HSCI,160496,15740,25,,25,,,
HISTSCI  137,HSCI,160366,15426,23,,22,,1,
HISTSCI   99B,HSCI,109263,11837,19,,19,,,
HISTSCI  147,HSCI,160520,15753,16,,15,,,1
HISTSCI  142V,HSCI,160519,15752,15,,15,,,
HISTSCI  174,HSCI,122167,13433,12,,11,,,1
HISTSCI  152,HSCI,114680,15130,11,1,9,,,1
HISTSCI  283,HSCI,160503,15751,11,7,2,,,2
HISTSCI  289,HSCI,107818,10338,9,1,3,1,1,3
HISTSCI  253,HSCI,122616,12780,8,1,7,,,
HISTSCI  159,HSCI,156895,11734,7,1,5,,,1
HISTSCI   97,HSCI,115419,19898,6,,6,,,
HISTSCI  252,HSCI,160522,15763,6,3,1,1,,1
HISTSCI  310HFB,HSCI,160638,16275,5,5,,,,
HISTSCI  246,HSCI,108519,11060,4,3,,,,1
HISTSCI   98,HSCI,109660,10514,3,,3,,,
HISTSCI  126V,HSCI,161236,17049,2,,2,,,
HISTSCI  301,HSCI,116549,17959,2,2,,,,
HISTSCI   91R,HSCI,110583,10117,1,,1,,,
HISTSCI  300,HSCI,112941,17931,1,1,,,,
HISTSCI  301,HSCI,116549,17953,1,1,,,,
HISTSCI  301,HSCI,116549,17958,1,1,,,,
HISTSCI  301,HSCI,116549,17961,1,1,,,,
HISTSCI  301,HSCI,116549,17962,1,1,,,,
HISTSCI  301,HSCI,116549,17965,1,1,,,,
HISTSCI  301,HSCI,116549,17967,1,1,,,,
HISTSCI  301,HSCI,116549,17969,1,,,,,1
HISTSCI  302,HSCI,115473,18742,1,1,,,,
HSEMR-WI   75,HSEM,125443,13146,17,,17,,,
HSEMR-LE   75,HSEM,161256,18418,6,,6,,,
HUMAN   11A,HUM,109854,10619,94,,94,,,
HUMAN   12,HUM,110483,15274,80,,80,,,
HUMAN   10B,HUM,110441,11084,74,,74,,,
HUMAN   52,HUM,156633,11592,74,,73,,1,
HUMAN   11C,HUM,109856,10621,14,,14,,,
LING   83,LING,122514,15325,55,,54,,,1
LING  118,LING,112099,14792,16,14,1,1,,
LING  106,LING,117788,16240,12,1,11,,,
LING  160,LING,156739,11672,11,,10,,,1
LING   97R,LING,111002,11862,10,,10,,,
LING   99B,LING,124754,13399,8,,8,,,
LING  173,LING,113738,12523,7,1,5,,,1
LING  241R,LING,138303,17048,7,7,,,,
LING  215,LING,107809,10329,6,6,,,,
LING  212,LING,123099,13497,5,5,,,,
LING  216,LING,117103,12435,5,4,1,,,
LING  204R,LING,114737,15624,4,3,1,,,
LING  221R,LING,107469,15526,3,3,,,,
LING  251,LING,122524,15598,3,3,,,,
LING   98B,LING,120862,13102,2,,2,,,
LING  300,LING,119132,12745,2,2,,,,
LING  300,LING,119132,18009,1,1,,,,
LIFESCI    1B,LSCI,121191,13413,400,1,398,,,1
LIFESCI   50B,LSCI,159707,15023,20,,20,,,
LIFESCI  100,LSCI,119061,12670,20,,20,,,
LIFESCI  120,LSCI,127010,13832,6,,6,,,
MATH   21B,MATH,110989,16325,307,4,299,,1,2
MATH   21A,MATH,119196,16026,175,1,171,3,,
MATH    1B,MATH,111010,15756,160,,160,,,
MATH     MB,MATH,113464,11988,94,,94,,,
MATH    1A,MATH,123680,16310,49,,48,,,1
MATH   23B,MATH,145010,15276,46,,46,,,
MATH  278,MATH,159627,14449,38,30,3,,,5
MATH  101,MATH,122943,13266,34,,33,,,1
MATH  267,MATH,159847,14919,32,28,1,,,3
MATH  137,MATH,116452,12547,31,2,28,,,1
MATH  113,MATH,113608,12242,29,,28,,1,
MATH  231BR,MATH,123433,12846,29,11,17,,,1
MATH  112,MATH,109817,10590,27,1,21,3,,2
MATH  157,MATH,159934,16890,27,,27,,,
MATH   25B,MATH,110855,11038,25,,25,,,
MATH  123,MATH,116503,12012,25,1,24,,,
MATH  287,MATH,159635,14450,24,20,3,,,1
MATH  243,MATH,119511,12743,23,14,9,,,
MATH  222,MATH,123238,13781,21,14,6,,,1
MATH  273,MATH,161255,17082,21,21,,,,
MATH  132,MATH,123212,13747,19,,17,,,2
MATH  264,MATH,159622,14452,19,16,3,,,
MATH  213BR,MATH,111824,11968,17,14,3,,,
MATH  223B,MATH,123240,13783,16,9,6,,,1
MATH  154,MATH,113811,13862,15,1,12,,2,
MATH   99R,MATH,117647,12122,14,1,13,,,
MATH  253X,MATH,159630,14447,14,11,,,,3
MATH   55B,MATH,112871,11130,12,,12,,,
MATH  129,MATH,115734,12037,11,,11,,,
MATH   19B,MATH,122219,13480,10,2,8,,,
MATH   60R,MATH,123883,13183,9,,9,,,
MATH  130,MATH,123211,13745,9,,9,,,
MATH   19A,MATH,110596,14535,8,,8,,,
MATH  115,MATH,111065,15739,7,,7,,,
MATH  232BR,MATH,123444,12854,7,6,1,,,
MATH   91R,MATH,111297,10476,6,,6,,,
MATH  110,MATH,126610,14181,6,,5,,1,
MATH  156,MATH,156000,16999,6,,5,,,1
MATH  212BR,MATH,120929,13181,6,3,3,,,
MATH  155R,MATH,116196,12285,5,1,4,,,
MATH  118R,MATH,118429,12178,4,1,3,,,
MATH  382,MATH,111210,10264,4,4,,,,
MATH  144,MATH,125079,14480,3,1,2,,,
MATH  388,MATH,118701,12308,2,2,,,,
MATH  352,MATH,125869,13713,1,1,,,,
MATH  357,MATH,159644,15279,1,1,,,,
MATH  385,MATH,110218,10838,1,1,,,,
MBB  980M,MBB,160759,16824,15,,14,,,1
MBB  980H,MBB,109866,10631,13,,11,,,2
MBB  980N,MBB,161267,18465,13,,9,,,4
MBB  980K,MBB,156497,11486,10,,9,,,1
MBB  980G,MBB,109872,10636,8,,8,,,
