COURSE,DEPARTMENT,COURSE ID,CLASS NBR,TOTAL ENROLLMENT,GSAS,HCOL,NONDGR,VUS,XREG
MBB   90R,MBB,125466,13167,3,,3,,,
MCB   64,MCB,110451,11103,84,,83,,1,
MCB  125,MCB,159655,14456,42,5,36,,,1
MCB  290B,MCB,159566,14675,34,34,,,,
MCB  145,MCB,123271,14752,33,6,27,,,
MCB  120,MCB,156011,11185,25,,24,,1,
MCB   68,MCB,109851,16187,24,,23,,,
MCB  170,MCB,109636,10495,22,,22,,,
MCB   91,MCB,122529,12707,21,,21,,,
MCB  165,MCB,156010,11183,21,2,17,,1,1
MCB  187,MCB,156731,11660,20,8,12,,,
MCB  300B,MCB,159574,14676,16,16,,,,
MCB   65,MCB,114796,12525,14,,14,,,
MCB  111,MCB,117342,12568,13,13,,,,
MCB   99B,MCB,159651,14674,11,,11,,,
MCB  105,MCB,117341,12565,11,1,10,,,
MCB  148,MCB,159880,15029,11,,11,,,
MCB  178,MCB,128150,14320,11,3,7,,,1
MCB  195,MCB,123837,16189,10,3,7,,,
MCB  188,MCB,114864,12576,9,4,5,,,
MCB  307B,MCB,159579,14709,6,6,,,,
MCB  310B,MCB,159582,14682,6,6,,,,
MCB  381B,MCB,159609,14702,6,6,,,,
MCB  396B,MCB,159612,14705,6,6,,,,
MCB  308B,MCB,159580,14680,5,5,,,,
MCB  309B,MCB,159581,14681,4,4,,,,
MCB  315B,MCB,159584,14684,4,4,,,,
MCB  322B,MCB,159586,14686,4,4,,,,
MCB  350,MCB,156950,16181,4,4,,,,
MCB  353,MCB,160485,16184,4,4,,,,
MCB  379B,MCB,159608,14701,4,4,,,,
MCB  100,MCB,160364,15401,3,,3,,,
MCB  316B,MCB,159585,14685,3,3,,,,
MCB  366B,MCB,159601,14695,3,3,,,,
MCB  328B,MCB,159587,14687,2,2,,,,
MCB  332B,MCB,159590,14690,2,2,,,,
MCB  344B,MCB,159594,14691,2,2,,,,
MCB  356,MCB,160558,16186,2,2,,,,
MCB  363B,MCB,159600,14693,2,2,,,,
MCB  368B,MCB,159604,14698,2,2,,,,
MCB  374B,MCB,159605,14699,2,2,,,,
MCB   99A,MCB,122530,19252,1,,1,,,
MCB  301B,MCB,159575,14707,1,1,,,,
MCB  305B,MCB,159577,14677,1,1,,,,
MCB  306B,MCB,159578,14678,1,1,,,,
MCB  313B,MCB,159598,14710,1,1,,,,
MCB  331B,MCB,159589,14689,1,1,,,,
MCB  367B,MCB,159602,14696,1,1,,,,
BBS  333R,MDSC,110559,11868,57,57,,,,
CELLBIO  201,MDSC,108339,15707,53,50,,3,,
MED-SCI  316QC,MDSC,161280,18571,32,32,,,,
CELLBIO  302QC,MDSC,127479,16680,31,31,,,,
IMMUN  303QC,MDSC,146353,14076,26,14,,,,12
BCMP  234,MDSC,121820,13128,24,18,6,,,
CELLBIO  307QC,MDSC,107455,10164,21,21,,,,
BCMP  236,MDSC,156104,11246,19,19,,,,
GENETIC  303QC,MDSC,156915,11754,16,16,,,,
NEUROBIO  211,MDSC,159930,16903,16,15,1,,,
BCMP  301QC,MDSC,127474,14023,15,14,,,,1
NEUROBIO  204,MDSC,148097,11997,15,15,,,,
NEUROBIO  209,MDSC,116455,12551,14,4,8,1,,1
SHBT  333R,MDSC,109014,11614,14,14,,,,
GENETIC  202,MDSC,125413,13077,12,11,1,,,
HBTM  200,MDSC,107843,10356,12,7,5,,,
HBTM  301QC,MDSC,127520,14048,12,12,,,,
MICROBI  201,MDSC,126271,13867,12,12,,,,
NEUROBIO  327,MDSC,116607,12130,12,12,,,,
NEUROBIO  327R,MDSC,109330,10156,12,12,,,,
VIROLOGY  201,MDSC,110546,11843,12,12,,,,
CELLBIO  207,MDSC,111215,16670,11,9,2,,,
DRB  330QC,MDSC,122586,12751,10,10,,,,
GENETIC  228,MDSC,121745,16804,10,4,3,1,,2
GENETIC  318,MDSC,114865,12577,10,10,,,,
IMMUN  202,MDSC,148503,12434,10,10,,,,
IMMUN  302QC,MDSC,146352,14075,10,8,,,,2
MICROBI  213,MDSC,122708,12865,10,7,1,,,2
VIROLOGY  300R,MDSC,115484,12509,10,10,,,,
GENETIC  216,MDSC,111358,10686,9,9,,,,
IMMUN  204,MDSC,143254,12399,9,9,,,,
MICROBI  302QC,MDSC,109380,10210,9,8,,,,1
VIROLOGY  301QC,MDSC,127484,14031,9,9,,,,
CELLBIO  301QC,MDSC,127478,16808,8,7,,,,1
GENETIC  336,MDSC,120540,12876,8,8,,,,
IMMUN  301,MDSC,142204,12457,8,8,,,,
IMMUN  305QC,MDSC,130342,11730,8,8,,,,
CELLBIO  211,MDSC,116737,14579,7,7,,,,
CELLBIO  300QC,MDSC,127504,14038,7,7,,,,
HBTM  340,MDSC,125582,13471,7,7,,,,
IMMUN  301QC,MDSC,146257,14028,7,5,,,,2
IMMUN  328R,MDSC,142714,12475,7,7,,,,
NEUROBIO  310,MDSC,120846,13096,7,7,,,,
SHBT  203,MDSC,108218,10778,7,7,,,,
SHBT  205,MDSC,108224,10787,7,7,,,,
SHBT  301QC,MDSC,109015,11615,7,7,,,,
BCMP  320,MDSC,111833,11972,6,6,,,,
BCMP  366,MDSC,119609,12812,6,6,,,,
GENETIC  314,MDSC,120754,13060,6,6,,,,
GENETIC  390QC,MDSC,125362,12863,6,6,,,,
MICROBI  339,MDSC,123169,13679,6,6,,,,
NEUROBIO  319,MDSC,112119,11000,6,6,,,,
SHBT  202,MDSC,108217,10773,6,6,,,,
SHBT  204,MDSC,108223,10785,6,6,,,,
BCMP  213,MDSC,141859,16669,5,1,3,1,,
DRB  314,MDSC,126389,13985,5,5,,,,
GENETIC  302QC,MDSC,127555,14087,5,5,,,,
GENETIC  376,MDSC,120008,13163,5,5,,,,
HBTM  361,MDSC,109129,11744,5,5,,,,
MICROBI  348,MDSC,125399,12935,5,5,,,,
NEUROBIO  318,MDSC,123216,13756,5,5,,,,
NEUROBIO  320L,MDSC,109095,11717,5,5,,,,
NEUROBIO  359,MDSC,126396,13989,5,5,,,,
NEUROBIO  376,MDSC,115462,12456,5,5,,,,
NEUROBIO  390,MDSC,117279,12528,5,5,,,,
VIROLOGY  310,MDSC,111328,10601,5,5,,,,
BCMP  363,MDSC,114763,12493,4,4,,,,
BCMP  381,MDSC,123001,13372,4,4,,,,
CELLBIO  308QC,MDSC,107831,10349,4,2,,,,2
CELLBIO  349,MDSC,124315,12791,4,4,,,,
CELLBIO  399,MDSC,121654,12938,4,4,,,,
DRB  312,MDSC,126387,13982,4,4,,,,
DRB  321,MDSC,127739,14164,4,4,,,,
DRB  326,MDSC,109147,11795,4,4,,,,
GENETIC  322,MDSC,113859,13994,4,4,,,,
GENETIC  332,MDSC,115971,12143,4,4,,,,
GENETIC  358,MDSC,123342,12767,4,4,,,,
GENETIC  361,MDSC,125583,13477,4,4,,,,
GENETIC  372,MDSC,128167,14327,4,4,,,,
IMMUN  364,MDSC,131766,11029,4,4,,,,
NEUROBIO  329L,MDSC,109254,11828,4,4,,,,
NEUROBIO  378,MDSC,123148,13657,4,4,,,,
SHBT  310,MDSC,109013,11613,4,4,,,,
VIROLOGY  302QC,MDSC,161290,18573,4,4,,,,
VIROLOGY  305,MDSC,117886,12414,4,4,,,,
VIROLOGY  348,MDSC,123149,13658,4,4,,,,
BCMP  311,MDSC,133725,11110,3,3,,,,
BCMP  311QC,MDSC,156498,16773,3,2,,,,1
BCMP  312QC,MDSC,161281,18537,3,2,,1,,
BCMP  349,MDSC,122746,12930,3,3,,,,
BCMP  362,MDSC,114726,12459,3,3,,,,
BCMP  383,MDSC,125361,12862,3,3,,,,
CELLBIO  325,MDSC,127374,13999,3,3,,,,
CELLBIO  336,MDSC,119551,12768,3,3,,,,
CELLBIO  383,MDSC,125265,12774,3,3,,,,
DRB  327,MDSC,160767,16822,3,3,,,,
GENETIC  310,MDSC,118193,12070,3,3,,,,
GENETIC  311,MDSC,121057,13283,3,3,,,,
GENETIC  320,MDSC,126368,13959,3,3,,,,
GENETIC  325,MDSC,117273,12516,3,3,,,,
GENETIC  328,MDSC,111897,10177,3,3,,,,
GENETIC  337,MDSC,120637,12987,3,3,,,,
GENETIC  388,MDSC,127400,14004,3,3,,,,
GENETIC  395,MDSC,107761,10291,3,3,,,,
GENETIC  396,MDSC,108111,10661,3,3,,,,
GENETIC  397,MDSC,107630,10248,3,3,,,,
HBTM  342,MDSC,126374,13969,3,3,,,,
IMMUN  308QC,MDSC,159944,16789,3,3,,,,
IMMUN  321,MDSC,146443,14163,3,3,,,,
IMMUN  336,MDSC,144165,13166,3,3,,,,
IMMUN  381,MDSC,161338,19506,3,3,,,,
IMMUN  392,MDSC,148193,13441,3,3,,,,
MICROBI  308,MDSC,112851,11001,3,3,,,,
MICROBI  313,MDSC,114635,12392,3,3,,,,
MICROBI  329,MDSC,120013,13175,3,3,,,,
MICROBI  343,MDSC,120184,13434,3,3,,,,
NEUROBIO  307,MDSC,108356,10918,3,3,,,,
NEUROBIO  316,MDSC,110230,10848,3,3,,,,
NEUROBIO  331L,MDSC,109256,11829,3,2,,1,,
NEUROBIO  355,MDSC,107746,10285,3,3,,,,
NEUROBIO  395,MDSC,125468,13169,3,3,,,,
VIROLOGY  314,MDSC,143399,12667,3,3,,,,
BCMP  321,MDSC,156669,11637,2,2,,,,
BCMP  328,MDSC,119840,13038,2,2,,,,
BCMP  371,MDSC,115348,12240,2,2,,,,
CELLBIO  304QC,MDSC,127989,14291,2,2,,,,
CELLBIO  306,MDSC,126365,13955,2,2,,,,
CELLBIO  310,MDSC,121563,12835,2,2,,,,
CELLBIO  319,MDSC,109148,11796,2,2,,,,
CELLBIO  321,MDSC,114269,12175,2,2,,,,
CELLBIO  329,MDSC,119495,12738,2,2,,,,
CELLBIO  345,MDSC,119350,12686,2,2,,,,
CELLBIO  375,MDSC,127583,14109,2,2,,,,
CELLBIO  386,MDSC,109086,11699,2,2,,,,
DRB  310,MDSC,126385,13978,2,2,,,,
DRB  313,MDSC,126388,13983,2,2,,,,
DRB  316,MDSC,126391,13987,2,2,,,,
DRB  318,MDSC,109351,10180,2,2,,,,
GENETIC  309,MDSC,113402,11973,2,2,,,,
GENETIC  316,MDSC,117269,12508,2,2,,,,
GENETIC  321,MDSC,118751,12339,2,2,,,,
GENETIC  327,MDSC,126370,13962,2,2,,,,
GENETIC  329,MDSC,117637,12114,2,2,,,,
GENETIC  335,MDSC,114764,12497,2,2,,,,
GENETIC  356,MDSC,107887,10414,2,2,,,,
GENETIC  392,MDSC,108113,10664,2,2,,,,
GENETIC  394,MDSC,107885,10410,2,2,,,,
HBTM  348,MDSC,107631,10249,2,2,,,,
HBTM  380,MDSC,110228,10846,2,2,,,,
IMMUN  305,MDSC,146635,10251,2,2,,,,
IMMUN  310,MDSC,130018,10256,2,2,,,,
IMMUN  324,MDSC,142667,12144,2,2,,,,
IMMUN  325,MDSC,145418,12789,2,2,,,,
IMMUN  335,MDSC,160760,16782,2,2,,,,
IMMUN  344,MDSC,143482,12219,2,2,,,,
IMMUN  350,MDSC,131343,11982,2,2,,,,
IMMUN  351,MDSC,144582,13599,2,2,,,,
IMMUN  378,MDSC,131566,11943,2,2,,,,
MED-SCI  303,MDSC,109421,10233,2,2,,,,
MICROBI  318,MDSC,110558,11866,2,2,,,,
MICROBI  338,MDSC,160769,16825,2,2,,,,
MICROBI  350,MDSC,128186,14337,2,2,,,,
NEUROBIO  306,MDSC,121804,13117,2,2,,,,
NEUROBIO  315,MDSC,110615,10207,2,2,,,,
NEUROBIO  317,MDSC,118840,12410,2,2,,,,
NEUROBIO  323,MDSC,118839,12407,2,2,,,,
NEUROBIO  325,MDSC,111229,10298,2,2,,,,
NEUROBIO  335L,MDSC,156902,11740,2,2,,,,
NEUROBIO  367,MDSC,113770,11935,2,2,,,,
NEUROBIO  392,MDSC,117281,12533,2,2,,,,
SHBT  330,MDSC,110387,11022,2,2,,,,
VIROLOGY  301,MDSC,121197,13426,2,2,,,,
VIROLOGY  308,MDSC,112128,11042,2,2,,,,
VIROLOGY  329,MDSC,112807,10692,2,2,,,,
VIROLOGY  333,MDSC,118844,12421,2,2,,,,
BCMP  310,MDSC,113805,13850,1,,,1,,
BCMP  313,MDSC,109149,11797,1,1,,,,
BCMP  314,MDSC,117857,12374,1,1,,,,
BCMP  325,MDSC,113667,12356,1,1,,,,
BCMP  329,MDSC,148041,12562,1,1,,,,
BCMP  336,MDSC,160764,16820,1,1,,,,
BCMP  356,MDSC,148268,13331,1,1,,,,
BCMP  358,MDSC,122742,12922,1,1,,,,
BCMP  386,MDSC,128175,14334,1,1,,,,
BCMP  387,MDSC,108354,10912,1,1,,,,
BCMP  388,MDSC,128193,14341,1,1,,,,
BCMP  390,MDSC,107622,10239,1,1,,,,
BCMP  391,MDSC,107864,10379,1,1,,,,
CELLBIO  313,MDSC,126366,13957,1,1,,,,
CELLBIO  317,MDSC,111380,10806,1,1,,,,
CELLBIO  332,MDSC,115968,12137,1,1,,,,
CELLBIO  339,MDSC,113489,12038,1,1,,,,
CELLBIO  348,MDSC,110253,10868,1,1,,,,
CELLBIO  359,MDSC,110416,11055,1,1,,,,
CELLBIO  366,MDSC,128172,14332,1,1,,,,
CELLBIO  376,MDSC,115970,12142,1,1,,,,
CELLBIO  377,MDSC,120176,13412,1,1,,,,
CELLBIO  387,MDSC,109087,11700,1,1,,,,
CELLBIO  390,MDSC,107868,10384,1,1,,,,
DRB  311,MDSC,126386,13981,1,1,,,,
DRB  319,MDSC,126786,14261,1,1,,,,
DRB  320,MDSC,127403,14009,1,1,,,,
DRB  322,MDSC,107628,10245,1,1,,,,
DRB  325,MDSC,109121,11732,1,1,,,,
DRB  331,MDSC,110315,10971,1,1,,,,
GENETIC  303L,MDSC,156720,11652,1,1,,,,
GENETIC  307,MDSC,160766,16812,1,1,,,,
GENETIC  333,MDSC,109352,10181,1,1,,,,
GENETIC  338,MDSC,159949,16904,1,1,,,,
GENETIC  345,MDSC,160951,16907,1,1,,,,
GENETIC  347,MDSC,107886,10411,1,1,,,,
GENETIC  348,MDSC,156719,11651,1,1,,,,
GENETIC  368,MDSC,128166,14326,1,1,,,,
GENETIC  370,MDSC,115356,12252,1,1,,,,
GENETIC  374,MDSC,120007,13161,1,1,,,,
GENETIC  377,MDSC,120009,13164,1,1,,,,
GENETIC  391,MDSC,127407,14014,1,1,,,,
GENETIC  391QC,MDSC,110243,10858,1,1,,,,
GENETIC  393,MDSC,128192,14340,1,1,,,,
GENETIC  398,MDSC,109349,10179,1,1,,,,
HBTM  307,MDSC,124270,13794,1,1,,,,
HBTM  327,MDSC,125398,12932,1,1,,,,
HBTM  329,MDSC,125378,12887,1,1,,,,
HBTM  331,MDSC,125405,13001,1,1,,,,
HBTM  332,MDSC,160768,16823,1,1,,,,
HBTM  355,MDSC,109125,11739,1,1,,,,
HBTM  359,MDSC,109127,11742,1,1,,,,
HBTM  365,MDSC,109133,11750,1,1,,,,
HBTM  369,MDSC,109136,11759,1,1,,,,
HBTM  370,MDSC,109137,11762,1,1,,,,
HBTM  376,MDSC,109145,11789,1,1,,,,
HBTM  381,MDSC,110229,10847,1,1,,,,
IMMUN  308,MDSC,156742,11676,1,1,,,,
IMMUN  312,MDSC,148325,14005,1,1,,,,
IMMUN  318,MDSC,130017,10252,1,1,,,,
IMMUN  322,MDSC,146251,13997,1,1,,,,
IMMUN  327,MDSC,144904,13730,1,1,,,,
IMMUN  329,MDSC,133227,10650,1,1,,,,
IMMUN  334L,MDSC,160972,16932,1,1,,,,
IMMUN  345,MDSC,145022,13529,1,1,,,,
IMMUN  346,MDSC,131316,11777,1,1,,,,
IMMUN  347,MDSC,161335,19501,1,1,,,,
IMMUN  353,MDSC,144750,13230,1,1,,,,
IMMUN  354,MDSC,146705,10568,1,1,,,,
IMMUN  362,MDSC,131559,11919,1,1,,,,
IMMUN  368,MDSC,131552,11904,1,1,,,,
IMMUN  383,MDSC,161316,19231,1,1,,,,
IMMUN  390,MDSC,148326,14011,1,1,,,,
IMMUN  394,MDSC,148194,13445,1,1,,,,
MED-SCI  304,MDSC,156846,11720,1,1,,,,
MED-SCI  315,MDSC,160950,16905,1,1,,,,
MED-SCI  317,MDSC,161308,19155,1,1,,,,
MICROBI  210,MDSC,125823,13664,1,1,,,,
MICROBI  305,MDSC,112844,10953,1,1,,,,
MICROBI  310,MDSC,120183,13428,1,1,,,,
MICROBI  319,MDSC,160765,16821,1,1,,,,
MICROBI  326,MDSC,124203,13639,1,1,,,,
MICROBI  330,MDSC,119613,12824,1,1,,,,
MICROBI  332,MDSC,125575,13458,1,1,,,,
MICROBI  347,MDSC,122999,13370,1,1,,,,
MICROBI  351,MDSC,128190,14338,1,1,,,,
MICROBI  353,MDSC,109092,11708,1,1,,,,
NEUROBIO  311,MDSC,121007,13243,1,1,,,,
NEUROBIO  317L,MDSC,110232,10851,1,1,,,,
NEUROBIO  318L,MDSC,156718,11649,1,1,,,,
NEUROBIO  319L,MDSC,110233,10852,1,1,,,,
NEUROBIO  321L,MDSC,109096,11718,1,1,,,,
NEUROBIO  322,MDSC,114637,12395,1,1,,,,
NEUROBIO  329,MDSC,124384,12962,1,1,,,,
NEUROBIO  330,MDSC,115975,12151,1,1,,,,
NEUROBIO  332L,MDSC,109257,11831,1,1,,,,
NEUROBIO  336L,MDSC,156926,11766,1,1,,,,
NEUROBIO  338,MDSC,116539,12036,1,1,,,,
NEUROBIO  348,MDSC,108355,10917,1,1,,,,
NEUROBIO  350,MDSC,146731,10267,1,1,,,,
NEUROBIO  356,MDSC,144968,12961,1,1,,,,
NEUROBIO  357,MDSC,123610,13002,1,1,,,,
NEUROBIO  375,MDSC,112850,10997,1,1,,,,
NEUROBIO  384,MDSC,107633,10253,1,1,,,,
NEUROBIO  386,MDSC,116029,12187,1,1,,,,
NEUROBIO  393,MDSC,117282,12537,1,1,,,,
NEUROBIO  396,MDSC,124248,13748,1,1,,,,
NEUROBIO  398,MDSC,118842,12416,1,1,,,,
NEUROBIO  399,MDSC,123143,13648,1,1,,,,
SHBT  300,MDSC,109006,11599,1,1,,,,
SHBT  311,MDSC,110390,11024,1,1,,,,
SHBT  313,MDSC,160966,16916,1,1,,,,
VIROLOGY  312,MDSC,132895,10325,1,1,,,,
VIROLOGY  324,MDSC,110488,11159,1,1,,,,
VIROLOGY  336,MDSC,125283,12803,1,1,,,,
VIROLOGY  347,MDSC,115350,12243,1,1,,,,
VIROLOGY  353,MDSC,160979,16939,1,1,,,,
MEDVLSTD  201,MDST,134669,15399,13,12,,,,1
MEDVLSTD  119,MDST,147748,14052,6,,6,,,
MEDVLSTD  117,MDST,142694,15726,1,1,,,,
MUSIC    1,MUSC,156060,11219,181,1,179,,,1
MUSIC    2,MUSC,118594,16283,111,,111,,,
MUSIC   10B,MUSC,160694,16359,53,,53,,,
MUSIC  189R,MUSC,153042,11073,48,,48,,,
MUSIC   51B,MUSC,125213,16250,40,,40,,,
MUSIC   14B,MUSC,160655,16364,23,,23,,,
MUSIC   15B,MUSC,160660,16366,21,,21,,,
MUSIC  150B,MUSC,127186,16248,21,,21,,,
MUSIC   12B,MUSC,160653,16361,17,1,15,,,1
MUSIC   16B,MUSC,160661,16368,14,,14,,,
MUSIC  173R,MUSC,110311,16289,14,,13,,,1
MUSIC  176R,MUSC,160644,16291,13,,8,,,5
MUSIC     BHFB,MUSC,160645,16295,12,12,,,,
MUSIC  175R,MUSC,108982,17050,12,,12,,,
MUSIC  219R,MUSC,111385,16588,12,9,2,1,,
MUSIC   99R,MUSC,110987,11808,11,,11,,,
MUSIC  142R,MUSC,160642,16280,11,,11,,,
MUSIC  167,MUSC,118185,15186,10,,10,,,
MUSIC  201A,MUSC,118075,16135,9,9,,,,
MUSIC  309,MUSC,111370,10771,9,9,,,,
MUSIC  241R,MUSC,160693,16355,8,8,,,,
MUSIC  250HFB,MUSC,160663,16316,8,8,,,,
MUSIC  193RS,MUSC,156587,11552,7,3,4,,,
MUSIC  223R,MUSC,119074,12683,7,5,2,,,
MUSIC  297,MUSC,160569,16136,7,6,,1,,
MUSIC   91R,MUSC,110629,10254,6,,6,,,
MUSIC  219RS,MUSC,121135,13343,6,6,,,,
MUSIC   97C,MUSC,125786,15548,5,,5,,,
MUSIC  194R,MUSC,108983,16357,5,,4,,,1
MUSIC  262R,MUSC,113931,14080,5,5,,,,
MUSIC  310,MUSC,111023,18047,5,5,,,,
MUSIC  310,MUSC,111023,18058,5,5,,,,
MUSIC  151,MUSC,119522,16285,4,,4,,,
MUSIC  310,MUSC,111023,18053,4,4,,,,
MUSIC  161R,MUSC,119812,16287,3,,3,,,
MUSIC  310,MUSC,111023,18046,2,2,,,,
MUSIC  310,MUSC,111023,18057,2,2,,,,
MUSIC  266R,MUSC,156122,18887,1,1,,,,
MUSIC  300,MUSC,111710,18029,1,1,,,,
MUSIC  300,MUSC,111710,18042,1,1,,,,
MUSIC  300,MUSC,111710,18044,1,1,,,,
MUSIC  310,MUSC,111023,18051,1,1,,,,
MUSIC  310,MUSC,111023,18052,1,1,,,,
MUSIC  310,MUSC,111023,18054,1,1,,,,
MUSIC  310,MUSC,111023,18060,1,1,,,,
MODMDEST  100,NELC,107349,14795,16,1,13,,,2
ARABIC     AB,NELC,159876,15119,14,,12,,,2
ARABIC  243DR,NELC,109804,15723,14,7,4,,,3
NEC  101,NELC,110914,18578,13,,13,,,
ARABIC     AB,NELC,159876,15019,12,2,9,,,1
ARABIC     AB,NELC,159876,16378,12,1,8,1,,2
ARABIC  131B,NELC,120127,15135,11,4,7,,,
ARABIC  135,NELC,120365,16879,10,2,6,,,2
ARABIC     AB,NELC,159876,15121,9,2,6,1,,
ARABIC     BB,NELC,127804,15134,9,2,7,,,
ARABIC  131B,NELC,120127,13321,9,3,4,,,2
ARABIC  242BR,NELC,108970,11546,9,5,1,,,3
MOD-HEB     BB,NELC,159988,15178,9,1,8,,,
PERSIAN     AB,NELC,159991,15188,9,4,2,,,3
ARABIC     BB,NELC,127804,15132,8,,7,,,1
ARABIC     AB,NELC,159876,16377,7,3,3,,,1
ISLAMCIV  158,NELC,160949,16900,7,3,3,1,,
TURKISH  120B,NELC,110700,10342,7,3,4,,,
ANE  219,NELC,159979,15163,6,1,3,,,2
ARABIC     AB,NELC,159876,16380,6,,6,,,
ARABIC     BB,NELC,127804,14194,6,3,3,,,
ARABIC  241BR,NELC,118412,12170,6,5,1,,,
MOD-HEB  120B,NELC,111756,11902,6,1,3,,,2
MODMDEST  315,NELC,160403,15536,6,6,,,,
TURKISH  150B,NELC,126431,14006,6,5,,1,,
HEBREW  130,NELC,126069,16412,5,3,2,,,
MOD-HEB  130B,NELC,126531,14101,5,2,3,,,
NEC   91R,NELC,110258,10875,5,,5,,,
PERSIAN     BB,NELC,113367,11889,5,2,,,,3
TURKISH  155R,NELC,161186,16990,5,4,,1,,
ANE  330,NELC,110807,15490,4,3,,,,1
ARABIC  246R,NELC,116763,17005,4,2,2,,,
ARMENST  110B,NELC,159679,14643,4,,4,,,
HEBREW  218,NELC,116498,15070,4,4,,,,
IRANIAN  282A,NELC,110330,18449,4,,1,,,3
JEWISHST  157,NELC,160491,15727,4,1,3,,,
PERSIAN  130BR,NELC,109547,10415,4,4,,,,
YIDDISH     AB,NELC,159871,15009,3,,3,,,
AKKAD     AB,NELC,159801,14865,2,,1,,,1
AKKAD  152,NELC,115588,18853,2,2,,,,
ARABIC  130B,NELC,112096,10919,2,,2,,,
ARABIC  300,NELC,122472,15508,2,2,,,,
ARABIC  320,NELC,116008,12171,2,2,,,,
ARMEN     BB,NELC,159889,15387,2,,2,,,
EGYPTIAN  200X,NELC,160363,15400,2,2,,,,
ISLAMCIV  213,NELC,156320,11376,2,2,,,,
JEWISHST  300,NELC,110821,15530,2,1,,,,1
MODMDEST  300,NELC,108447,15532,2,2,,,,
NEC   99B,NELC,159992,15182,2,,2,,,
PERSIAN  158,NELC,159766,14807,2,1,,1,,
PERSIAN  165,NELC,159765,14804,2,1,,,,1
YIDDISH     CB,NELC,124883,15691,2,1,1,,,
AKKAD  120B,NELC,159799,14858,1,1,,,,
ANE  120B,NELC,126065,13688,1,,1,,,
ARABIC     AB,NELC,159876,15120,1,,,,,1
ISLAMCIV  100,NELC,107884,10408,1,1,,,,
ISLAMCIV  211,NELC,156321,11377,1,1,,,,
JEWISHST  170,NELC,126059,15317,1,,1,,,
JEWISHST  299,NELC,161197,25438,1,1,,,,
JEWISHST  300,NELC,110821,15531,1,1,,,,
NEC   98R,NELC,111799,11949,1,,1,,,
NEC  390,NELC,112221,15482,1,1,,,,
SEMPHIL  220R,NELC,112083,10893,1,,1,,,
SEMPHIL  300,NELC,131485,10287,1,1,,,,
YIDDISH     BB,NELC,119875,13063,1,1,,,,
YIDDISH  300,NELC,122512,12698,1,,,,,1
NEUROBIO   91,NEURO,122846,13031,29,,29,,,
NEUROBIO   99,NEURO,122847,13032,26,,26,,,
NEUROBIO  105B,NEURO,159699,14718,12,,12,,,
NEUROBIO  107B,NEURO,159703,14720,12,,12,,,
NEUROBIO  106B,NEURO,159701,14719,11,,11,,,
NEUROBIO  104B,NEURO,159698,14717,9,,9,,,
NEUROBIO  101B,NEURO,159695,14714,8,,8,,,
TIME-R    1,NODEPT,149447,16474,608,604,,4,,
TIME-C    1,NODEPT,149452,16476,548,472,,76,,
TIME-T    1,NODEPT,149449,16477,532,532,,,,
XMIT   15.501,NODEPT,149567,20046,36,1,35,,,
XBUS 4921,NODEPT,130959,25460,32,32,,,,
XEDU     S-804,NODEPT,161372,19940,23,23,,,,
XEDU     S052,NODEPT,152506,19146,21,21,,,,
XPBH     ID542,NODEPT,153024,19124,12,12,,,,
XDES     ADV096,NODEPT,161330,19776,11,11,,,,
XPBH     HPM251,NODEPT,173936,25355,11,1,10,,,
XEDU     S802,NODEPT,160085,19172,10,10,,,,
XEDU     S803,NODEPT,160087,19184,10,10,,,,
XHKS     API164,NODEPT,161318,19258,10,10,,,,
XMIT   17.802,NODEPT,146601,20148,9,9,,,,
XEDU     S290,NODEPT,130834,19163,8,8,,,,
XEDU     HT107,NODEPT,130831,25455,6,6,,,,
XEDU     S527,NODEPT,161310,19166,6,6,,,,
XEDU     S801,NODEPT,161312,19168,6,6,,,,
XEDU     T202,NODEPT,130472,19199,6,,6,,,
XMED     ME727M,NODEPT,130620,25427,6,,6,,,
XMIT    6.0001,NODEPT,161098,20123,6,3,3,,,
XBUS     HIS044,NODEPT,161401,20024,5,5,,,,
XDES     HIS445,NODEPT,161389,19968,5,4,1,,,
XHKS     DPI450,NODEPT,152691,19305,5,4,1,,,
XHKS     SUP575,NODEPT,154252,19327,5,4,1,,,
XMIT     ESD162,NODEPT,161491,20332,5,,,,5,
XMIT    8.592,NODEPT,145589,25328,5,5,,,,
XMIT   14.387,NODEPT,153351,25422,5,5,,,,
XBUS 4070,NODEPT,142918,19351,4,4,,,,
XEDU     A166,NODEPT,130469,19362,4,4,,,,
XEDU     A203,NODEPT,161328,19400,4,1,3,,,
XEDU     H236,NODEPT,130471,19142,4,,4,,,
XEDU     S529,NODEPT,161311,19167,4,4,,,,
XEDU     T210Z1,NODEPT,160055,19200,4,,4,,,
XHKS     API208,NODEPT,153439,19300,4,3,,,,
XHKS     IGA662,NODEPT,161359,19857,4,2,1,1,,
XLAW 8021,NODEPT,161133,19289,4,3,,1,,
XMIT    6.0002,NODEPT,161099,20124,4,4,,,,
INDSTUDY    1,NODEPT,150200,16952,3,,3,,,
INDSTUDY    1,NODEPT,150200,16953,3,,3,,,
INDSTUDY  298,NODEPT,161076,16948,3,,,3,,
TIME-A    1,NODEPT,149450,16475,3,,,3,,
XBUS     SES054,NODEPT,161388,19967,3,,3,,,
XBUS 1665,NODEPT,130386,20323,3,3,,,,
